4 100000
zzzccacbbab bcbbbaba aaaacac caaabca
bbb cbc ca zzzbc
zzzaacacbac acbbcbca ac bbca
acbabaca bca zzzbcc cbcaacba
zzzaacac ccacc cabbccb abababa
ab aaacba cbb zzzbca
bacc cabab cbccabba zzzbcacbbcb
bbbcabab zzzcaabc aabc cbbbc
zzzcaacbca acaccccb bbbaacb bba
bbcbcaac bc zzzbbaaacbb cbaccab
ccbcbbcb zzzbbaabbc ccaacbb acc
cbbb zzzacba ac cabaaabb
ababac ccbac zzzcbcaa cc
aacca bba zzzcabcc acbbca
bca bcaccaa bbcaabc zzzaaacbca
ac aa cac zzzbbc
abbccbcb bc zzzabacbcac abb
ccc ba ac zzzbc
ababbcb aaccbc ca zzzbb
aabab bbbcabb aacbaa zzzababa
accab aaaacabc acbccbca zzzbbacaaca
cabb baaaa cc zzzbcbbb
babaaba ccb zzzbcc ccc
acbb bcccaabb cacc zzzbcac
aaa aaacba baabab zzzbcbcac
ab zzzacababaa bacaabcb babbcc
caca zzzbabbbca bcbcbcc caaaacb
cac ac ac zzzcc
acaaac zzzacca abbcacb bbba
zzzbbbc aaacc cabb aaaa
zzzcc cb aacccaa ab
cbcbbc aaba zzzbcabba ab
caacccb zzzac cbba ba
cacaa acbca abc zzzaac
bcbacab zzzaacaac cacbac abbccab
acbcb zzzbbac cb acac
ba zzzabbbaa cccbb cbcbbb
zzzcc bc ab baca
zzzaab abb bbcba abacbcb
caaaacc zzzbbc babca ccc
zzzccaccc bbcbcb cbbcab caaa
zzzabbbcbcc acbbcbcb ccbc abcbaba
bbbaa bcaabcab cbbccaaa zzzcaabbbbc
ccaccbca cbac zzzaaabb cbaab
abac zzzbbaccbca cbbcbcbc cbcaa
accaa caaabaac zzzaaabccca aacbb
acc bcccccac zzzacaccc bbcbcb
zzzcbaaa abbbc ccacc bccaabc
acbacbba zzzccccbcab aa abcccbc
ccaabbbc caccbc zzzcaaabbab abbb
ac zzzcb ccac cbbcbca
bbc zzzcabcbbc cca ccbacaa
bc zzzbaaaab ccaabb caacca
ccabcca zzzccaa bcbccaa abab
zzzcbac bc aac abcc
ca zzzcb ccbabc bcabcc
cbcc zzzbccb abcca cba
bcbabab cbbcacba zzzbcaaaaa caabaca
abaa zzzbcbcba accbcc babbaa
cbaabab cbbba zzzbbcab aba
cbccbaa ba zzzccbbbac cbbacab
zzzcbabcbcc ac abaccbb aaaaaccc
bbbca zzzbbccc cccbb babbb
baa cabbcbb abaa zzzaaacccc
accba zzzcbacc cacacabb aaab
zzzbcb cacbbcc abccc bcb
ccccabc aabcabcb zzzccabaacc abccbbcc
bbbacaca caa zzzbbbbabba cbbabcca
cabccc zzzacbc bbaba aaaa
accbcacc cccaa zzzbbaababb aaaaaac
zzzccc abcaacc bcc aacca
abacbb zzzcbcccb aabba aaacccb
zzzbbbc ccb abba ccb
ccbacab bbabbbba zzzbcaabab aabaccb
zzzbac abc aabba bab
zzzcbaaaabc ca cbccbbac cabbbcb
babaa ab zzzcabab abc
aaac zzzba cbaba ca
bbb aacbcbc zzzbbc cc
aabbb aba bc zzzaaacc
bc caaac acbc zzzcbcac
ab bbbcaca ccca zzzaabacba
zzzaacaa bcac bbcbc caabba
ccccbbca ccbcc aacacccc zzzbcbcacac
cb zzzbc bbabccc caa
bbca zzzacaac bacbbaba bcbbb
cbccca bacbaca ababacb zzzababbc
ca aabbc zzzcabca caaba
baaaa zzzcbbbb bbcca abbcbbc
abbccb cbaa acbc zzzcbcacb
ca bcaab aaabbaca zzzca
caacaaa cba zzzabb caaabc
bbbb zzzbc cab bb
bbacabb bcc ccbcba zzzabbbcc
bababc aa accabccc zzzbcabbcac
cbbb zzzbbbabccc ccc bbbabbaa
aca aba zzzcaa acaabb
bbc ccbccbb zzzcabaac bcbcab
abca zzzcb ccbbcabb ca
zzzcbbcbb cacbab bacbba cabcbac
zzzacca ab babcaaaa bbba
ba baaaca baaacc zzzbcbcca
bbaa bbaacaaa zzzacbc bbacbab
abca cbbac acabb zzzcbcbc
zzzbacbbcba bacaabbc baab aaacabb
acc cc acbaa zzzab
cabaabaa abacba ccaaa zzzabbaabac
acacabca cbaca zzzaacca aaba
bb aa ccacb zzzcbaaa
cbca bbbbcb zzzbbac cbcaba
cb abbba cb zzzba
aa cbbaaaa cbcabccc zzzaa
cbc zzzaaabc aa cbcbb
abc caabccb bcba zzzaaccccb
zzzaaaaabac bcccbc bbb aaacacab
zzzca ab ccb bcbcc
abccaaa acb zzzbcaca cabcc
ccbbbcb baabaac abba zzzaabcbac
ab zzzccccac aaacab bcbaaa
bac zzzccbc cbab bcbccaaa
zzzbc cba ca caaacb
bcbbc bbbacbb zzzbaccb bbabc
cbaccaa bccaba zzzcbcc bbba
abcbb acbbccc bb zzzbcabacc
abbb cc cacaabac zzzca
cccbabbc ababbaca zzzbacbccac ab
bbabcaaa cb bcbb zzzbb
zzzaaa bab cbbbc baacccc
bbba bbaa abc zzzccab
zzzaacaca bbcc ac bbbcbc
cab bba zzzaca cabb
ccaab baca caa zzzcbbb
bbc caa aab zzzcab
bbbcb cbc zzzcbcaccbc caacabca
bacbac ab bca zzzaab
acaaa ca cbcc zzzbc
babc zzzccac aaaa ccabb
accbbbaa baacb zzzbcc aba
baac cbaaab zzzabaaab aaccab
ca abaabc aaabb zzzbcacaa
acbaaabb zzzabcbc cbbcaaba cbbbb
cbcbcaca zzzcccbbacc ccaacabc cccbcaca
zzzacaabbc acaabc ac ccbcbac
baab zzzacbaaabb bbacbcba cacbcba
babbcbaa zzzbbaaacac aaa aaaababa
bbccacac bc ccbabb zzzbaccbacb
zzzcca abaaaacb bcaabb ccc
abcbaa zzzbabcac bccaccb ccccbc
zzzbb cb cccac bb
bcbc ccbb aaab zzzabca
bcaabc ccaa acacc zzzabcc
zzzcbcac bcb bab ccbca
zzzcaaaaa cbabbcba accbbb cccaabb
zzzbccbc aacab bbabba bbaccca
bcb caa aacccbb zzzcbc
bb zzzaaaccca cba accaabb
zzzccabbac bbbbaac bcabbbb abbcbac
cab ccbca cbaa zzzbbb
acbccc cacbccc zzzbcccaa cccb
baacbccb bccbbc baacc zzzccccb
aa caacbbac ccca zzzabbbbbbb
zzzcc acacbcb aaccaca ba
cbb bbaccbb cac zzzbcabcac
cbaba zzzcc ba bbcacab
bbabbab zzzcabcc aca cabbb
cac bbacaba zzzcabaabb bc
zzzac caab cb cacaabc
abbcab bccaabcc zzzbbaacb cbba
zzzacb bbcbbb baabca bcb
bbaabb ba zzzbb cca
bbcb zzzaaac cbac aac
zzzbbcbabaa abcc bbb aacbcbcb
zzzcca aba ca acbcacbc
cbbbcb aaa bbaaa zzzaaaaa
cabac zzzbbbaa bbacb bcaccbab
bcbbbc aac zzzbccbbcac bcabbaac
zzzbcbb ccccca aacc bcbbbcb
zzzbb aacc abbac aa
cac zzzccc babcbaa bcaa
zzzccbacbba bac cbbbcaca ba
aabac ccbaa caabcba zzzbcccc
cbbcaa zzzacc aba ccc
aa zzzacabc bba abccb
zzzbbac bacabc abbbbc bbbc
zzzababcaa bccbaa acabaac abbaa
zzzaccbaa bb bccaba acac
bbca aaa bacaabb zzzbcc
bcb ccbbbacb zzzacbbbaaa ca
zzzcbcb ccaab aa acac
bbbbacc acaac acacbcba zzzccccacb
zzzabaaabac cc bcbcaaab bcbcba
bbc bcbccc cabaca zzzbbaaca
baba zzzccbbbab bcacb bcaabaa
aa ccab zzzbb cabcabcc
zzzca aa ab aabbcacc
zzzbb ccabacb aa bc
bbcb cbcbacaa zzzab bc
zzzccbacca bcbbbaa ba bccb
acccbcc bccbb zzzcaabaca baaba
accaca zzzacbbcc bbbaaabc cbbc
zzzaacab ccacaccc cbcbb ccab
baabca zzzcccababb ccbacccc cbac
caaacbcc ccacc ccccb zzzbcbba
zzzbbcc aac bab acba
cabcccc bbcaba abbbac zzzabcbca
bbccb zzzabacc cabb bbcbb
bbabbccc zzzcbcaaa ccbacc abba
bbabbbba cbbc zzzccbcaac caacabc
aacaa baacccb zzzbaa aca
zzzbbabaacb acbab bbbba abcbcacc
zzzccacaa abbaaac ba bcabcc
zzzbbaa bba bccb cbbabc
abb aabba bbccaa zzzbaacb
bc zzzaaaba aacac cb
zzzbbaa baccbbac aaaa aac
zzzac acaaaac bc ca
zzzcbbac abab abbbbc cacaa
zzzbcbaa bccaacc bbbc aabab
cabacaa cccab zzzbbaabcb baa
zzzabac caba baabbc caaabaa
zzzabaaccbc acaaaaca bbacab cbab
bb cbccb ca zzzab
bacb zzzabacabc cbabbba aab
cccbcabc acbbbbbc cacacc zzzcabcbb
zzzbacbcbaa aaabcc aabbabcc babbcb
zzzbbbc baacc accb bcbacc
aa bbaca bcc zzzacccb
aaacbcab acbcaac zzzbcabaaa acccc
zzzacacbaba ccba bbacbcab baaaaabb
zzzcccbbbc cacabbc bbaabc cbabbb
zzzaac aaca bbb aabcba
abcacbc bacac bbba zzzcaccbbc
aabca aacac zzzaabac acbcbcba
caab bcbb cacb zzzcccc
aacbaab zzzabcab cbabc cacccb
bbaabb zzzbaaaca cba ccabbcc
bcc zzzbacb cbbc bbabbb
bbbb cbbb ccabbcca zzzbbac
bcaa baa zzzcba abc
baccaa zzzbb ab cb
cacbac zzzaccabc cacbacaa caabbb
cb bbabbacb bbabbc zzzaaabbb
babcba acbbcaa ccaa zzzccbaccc
ccc zzzac cc cb
bacac bb bcbabaa zzzaaacbbc
ccbba cbbbcca bb zzzca
cba cabbbc zzzbcabc cacac
abbba acaab cbcbbc zzzacbca
zzzba bccbcba cb bb
zzzcccc ab ccabca abcc
baac babca cacaccac zzzbaaccbbb
bbccb zzzaaac babb bccbc
zzzaccbba acbcbbac cabcaa abcabbab
bcacaa zzzbcabbc baccc bbccb
zzzbcababcb ca ccbacacb abaabcca
zzzacbbac bababa cacacb bcaaaca
aaacaba zzzbba bcc cb
bcc abb bcc zzzccc
zzzcbcaab bbbacac caabac caccbcba
bac baaaac zzzccacbc aa
aabb ccaccaaa zzzcabacbcc cbcbabab
ca aa ccca zzzbb
aacabac cb zzzacbccba cbbaa
cabcc acbcaacc ccbc zzzbbbccaaa
cbbabcaa caaacaac zzzccbcbcab bccbbabb
aabbc zzzcccc caacacb ccba
babca zzzbbcaaba aacacca bbc
cacb zzzcaaccc accaac ac
abaa baacbbb bca zzzbbb
zzzaabacab cbcaac aabccca baab
ccaa zzzccac acab baabc
bbbac baab zzzcaba ccccbac
zzzbbab acaa ab ca
aac bac zzzcabbbac aaaacaa
aacaba zzzcabcc abccc babbccaa
zzzccbaa bbcbc aac ccbca
bcbaba zzzcabacb bcbaca abbba
cbaccab ccab zzzacaa cbbba
zzzbcbba bbacb aaba bca
zzzabbccbc acaabba accccb accb
zzzcaccbb aacabab bbabab abccab
acbb zzzacaa cbbcc aaba
zzzbccaaccb bccbcacc bacabca abccb
zzzaaccacc abcccba babc aab
aab cbb zzzcca abbcabb
zzzbca bab ba bbacbcaa
zzzaaabccc bccbaab bbbca cabccba
ccba zzzcaca ccaa acabaab
cbbcbcbb zzzbaacca caacbc abaa
bccabbca ccab zzzbbaabcab aa
bccaaacc zzzcaaabb caaaacca cbccaa
zzzbbcccbbb cc baa acabaacb
zzzabbcbab cbacaaba cb ccbbbbb
cbca ab zzzaabc ccacccba
ccbccbbc cbcbbaa zzzbccbaca bcc
bbbccc cbaaabb acacb zzzbccccab
aacca zzzabca ba bcbb
bacba cabb zzzacabcbb aabccaa
acbb cbbcaccb zzzacababaa abc
abcbbbbb baab zzzbbcbbb aabccb
acab zzzab accaccc bc
bca zzzababbbb bbbbaca aaabb
bbacbba cba zzzcbabba cbcbba
zzzbcbcba ababbc ac abcbbb
zzzcb ccb cc aa
ccac bbbbba zzzcbcaaa cbbbbab
cbbc cbaaacaa zzzcbba bac
abbaaac zzzacb aac baa
zzzba baaabc aabcbcb cc
cbc bacbaa zzzcbcaba aab
abc ccccbba ac zzzccbccaa
acabbbcb bcbcb zzzbbcccb bbccac
zzzccb aca acb acbcbba
bbcc zzzcacc baacaaa aaa
aacbbcc acb zzzcab cbcbccb
cbab cbacbaac cababaca zzzbbbbbcbc
bcc zzzabbbcaa acaac aacacca
zzzcbcaaa cb bbbabc ca
bc aca zzzbc aa
zzzbca cbaa abbcbbca bba
zzzaccaa bbcababb aacaa aa
zzzabcac acaa bbaccaa cacba
zzzacc aab ca bcbabc
cbcccb bccacc accb zzzcacccb
zzzabaccba acaaab bacbab bbabacb
zzzaa aa cb cbcacca
abbaa bacc baac zzzccac
cabaab accaacba cbcabbb zzzaaaacccb
aaa zzzccc cc bac
babbc aabbcc zzzcbbcb cabababb
abbbcb ccabc zzzaabcc ccbbcbc
zzzacabbbcb ca baa aacbcabc
cba bbcab zzzcbb cbbbaabb
zzzaaccccc cbabcab ccbbac aabaabba
ababac cbcbba cbbcca zzzcbbabb
zzzbab bbb baa cabbac
cbb bacacbbb zzzbabbacbb cbcaaab
ba cbbab zzzabbaa ccccc
zzzcb cc bab bbbcabcc
accbcbca cbc cbab zzzaaa
baaccb aaa zzzcbccba acbbcbbc
ccccc bab bbba zzzbaabc
cabbac zzzaccaaa babbb bacc
bccbbbb zzzbbcb ccab acbb
zzzccaa cababaa ccbb abbabbc
acca zzzccac bbabb bbccc
ba zzzcacacbca ac cbbcbaaa
bca zzzcaacaaca cabacbcb abc
cbcbccb zzzbac cbbbcac aaa
aaabc bc bbccb zzzbc
zzzbbcbab cbbcbc cbcbcb cbbca
zzzacaba ababa cc cacabc
aaaaabac zzzbba aaccbcba bcc
bbca bcaabaa zzzabba abccacca
zzzbcac bccb acbcacbb bcbbccca
abcbc zzzcbaba bcbabbba bb
bcba zzzaabcbaac caba ccacccbb
aabaaa baa acbbc zzzcbcbbc
aaa aba zzzaca bc
bccaaba bbb zzzcba cc
abaca zzzbaaac bba bacb
accca aaabb zzzbbcbc abc
ccbbab zzzbbbacc bcacbb ccbc
babca zzzbcaabbcc bc abcbcbbc
ba zzzabaabb cbaacc bacacb
ab acbabcba zzzca abccaba
acac cbcabb abbb zzzcaabcc
bcaccc cc zzzbcba caca
ac zzzac abccac aaabb
aabccbbc zzzbc ba acccbaba
cbbc babacab abbcc zzzacabbba
zzzcaaba bbaccca abccc baacb
acaba zzzbcbabb babccb caaac
bbbc cbb zzzbaa baacbb
bcaba zzzaccc cbcc aaaa
cbacbbc cbbcacc abbcabaa zzzccababa
zzzbbbbaccb aa cbacbcab bbabbaac
zzzaabacaab bccacb acb bcccaaba
cbabccb acbccbb zzzabaaacb ca
zzzab aa ccccccbb aabc
cbbb zzzccbab cabab bacc
ac bcbaaa zzzbbabca babccaab
ca acabcaac zzzbb bcbbacbb
abc ccbbba bc zzzcacaab
cca bb zzzbc baca
zzzcc ca acbb cbb
cbbaa bac aacb zzzccb
bbacabc ccabcabb zzzaacbabcc acb
baa cacab baaccb zzzacaaab
bc aaccaa zzzcc ccbaaab
abbaabc bb zzzba abcb
zzzacbabc abbccb baa caa
zzzcbb ac bbccccb aca
aaababcc zzzbbbabb accbab cbaacab
zzzcba aab aacacbbc bccab
bcabaacc cbaccab abb zzzbcabbcb
ca zzzabccb cbabab abcca
abacab zzzcaccbc aaca cacab
zzzaccc cbabbc aabbba bbac
aacca bca zzzcc ac
cab zzzaca acacbcb cccaaba
aa ab zzzbacccbcb cabaaacc
bba cbcbc acbaabc zzzbac
zzzcbbbcbc caccacb ccc ca
cca aacbcbc zzzaa bc
bcbb zzzcccba bccb cabab
zzzcac cbbbcc ab aab
zzzba cbbbcbab ac bbabbbcc
zzzcac bbcabcac aacc acc
baccc cc abbc zzzac
zzzaaa aabbbcbb bcc ccbca
zzzba aacaacaa ba cbb
bcc cacb zzzaab cabcbab
bbccb accbb zzzaccca aba
ba bcbbabb bbcbb zzzaababaa
caabbab bbabb zzzbbbccca cbcaaa
acbcabcc aa aabbacb zzzba
ac aaaca zzzbbbac aaacbac
baccbba bbcac zzzbacbc bacab
cabb zzzbbaaabcb abccccaa cbbc
cab cbbc zzzbab cccaaac
ba cabc zzzcacc abbb
bba bbb accbca zzzacccca
cbcaab aacacaa zzzbabbba aaccaac
acabaabc zzzbbaaacbb ab cbb
bab zzzcac bacbccaa ccbb
ac zzzbaba acab cbc
acc bacba zzzacabb cacccac
aabc zzzaac bccbc bac
cbaaaa bccabcbb zzzcbabba cabaccb
ba zzzba caac cc
ac zzzcaac baac ccbccb
accbc ab zzzcaabc bbbabca
zzzcccbbab ccaca bcacaba bbccb
bacacab zzzabcabbc bba ccbaac
ab aabc cbabcbcb zzzacabacba
zzzca cbbcab caabbc ca
zzzbaac bcba aaac acccbc
cbbbb ca zzzcc babc
zzzcabcacaa caa abcbbcaa cacbcac
aacabcbc cbabba abcbaa zzzabcbba
cabaacba zzzccbcbabb acbacc bbcbabba
acabcbbc bcbcb cacbac zzzaccaac
cacaccca cbabbc zzzaa aa
baaaacc zzzcacabcac caccba aaaccccc
aacbb bb bacbac zzzbaaaa
caab ababcb baccbbc zzzaaabbaa
zzzcbcba bbacb bccaab aaacc
aba abbaaa zzzaccaab bcab
zzzaa baabb cb abb
bcccac babbb cabcba zzzcaacc
accaabc aacccab zzzacbbbaa cabb
bcb bca zzzbbc abb
abbaa zzzcaba baaaaba aacb
zzzcaabaabb cbc babccbbc bacaa
cac acca zzzbcb aabccbbb
cc acbcb zzzcc caccaac
caabaabc zzzabbba acacac cbccb
zzzcababa aba bccccb aa
cbbccbc ba zzzabaabcc cbccaac
zzzaabab acaba aca aaa
zzzaca aba cacbabb cbbb
bbbcaaab abaa zzzacaa baac
zzzbbbcc bacaa ca bcccc
accabc zzzcabbaa aabab bcb
bc zzzbaaca cacbbbab bbccb
cabcbabc bcbccc zzzcbbbbb cbbcb
zzzbababcc accbb ccca acababb
abcbaac zzzbbbbcac ccac bacccab
zzzaacca cabbbaab bcaac acb
cbcacbbb zzzacbcaccc aab bccbc
zzzbca cac aa cba
bbbc zzzcbcba acccc cc
cbcbbc cbbcaaac acacbab zzzcbbabcb
abccb zzzbaa bbb cc
acac zzzababc bccabb aacca
abc cbcbabb zzzcabaabb ccca
zzzcaacac aacbcaa bcacbcaa accbab
zzzabcbac babacb aba ac
abbb abcac abbcba zzzbbcac
bacc accacbab acaabbb zzzacbaccbb
ca aaca zzzacba caab
acccabbb cbbbcac caccbbba zzzacbaccb
zzzbbcc caa bccb cbbc
bac acbaabcb bacacb zzzcbcbbcaa
ccbbacb zzzacacccb bbcacc abbba
bc bcb caccca zzzbb
ccaabbbb abcbbc caccbcbc zzzccbbcb
baca ccbbbb cb zzzca
zzzccbc aaba aaaaa aacbbb
zzzaaaababb abbaacbc bbbbcacc babaacbb
acaa bcccaac zzzbcbccbb cabccb
cca bcbcccc cbbccaaa zzzbbccbba
aacaabac cabbaabb abcaccc zzzbacccbcc
aab bacacaac aaabaa zzzaab
ababca cccb zzzcbbaab abb
ab ccb zzzcca cacaacb
bccaa cabbbab zzzaabac cab
bcb zzzcacbcabb bcaccc cbabbbca
bc ccccccbb cbbcc zzzbb
bc zzzbacccb caccbbac cbccca
aacbcc zzzbaccb aaabc bccaa
ca zzzba bc baaa
zzzbcaaaa cbb abccb aaabca
bbbcbcbc zzzcaaaa cbaac aabacb
bcbaaabc zzzccc aacaaa bac
acabbaab zzzca aa bcbca
acac cbbcaca zzzbccccbc accaabb
bab abaa aacba zzzaccb
acac zzzaaaaaab cbbbcca bcacaba
aabbcb ba abacac zzzcbbbcc
acbc zzzcbc ccaaa bbb
bacac cc bcaaccb zzzcccbb
ba abcc zzzabab bbbbb
cbabba cacaab zzzbabaab cbc
zzzbabbcacb baacba abccaccc aa
bcabbbbc babbcca ba zzzabcbcca
aac ba zzzbba baca
zzzcbbbac caaaabba abcaab bbbccc
bbacab abbaba zzzcacbcb ccccc
bca aaaab zzzbba bcbbbcab
zzzccab ccacabb aaac aaaacbc
zzzbb cb babcbb aaac
aaaab bcb aba zzzbabbb
aa aca acaaa zzzac
cccc cabca zzzacbcc cbcccccc
bbcacccc cbc zzzaaccaaca cc
zzzcacb baba bccc baa
zzzca abaaabb ccacbbba ab
cbaaa aac bbb zzzacaba
zzzaaaaac ccaccc bbb cbcbc
aabccbbb zzzaccabaaa bbcbacc ccbab
aabcb cccbcbab baa zzzbbb
bbbbc zzzabaccac acbaccb ab
acc abbb zzzaccb cbbca
ac cccaccbb zzzbb bbbbc
cbbb zzzba acac cc
zzzbca cbc cbbbbacc cacaaaca
ba bcbcbcc abb zzzbbabcaa
abcbbaba zzzbaabc bccc aaccb
cbccbb ab zzzab babb
zzzaaababbc cabaaaab cb ccaababa
ab ca zzzab cbccbaaa
zzzac bb cccbcc aaacbbba
cbbac ccbcbcac cbcabcca zzzbbbbb
aabcacc ccbbac acc zzzabc
cc zzzbaccab bcabba acaaabca
cbaaaab bbbaacbb zzzcabccaab caacaa
abaaacaa bcb zzzbbcaabbb acbab
caabcabc zzzcabcccca ccbbaabb accbb
zzzbabbbbca cbaac bbab aaabacab
cacacacc cbab abcbbbba zzzcbcccbaa
acbabbb zzzab ac bacaca
bacbac zzzbaaccb abc caa
bc aabcbbb bacbbbb zzzcaaabbb
aaaa zzzbccb babc baca
bba zzzcbc aaacc bab
zzzbcbcbcab cabcb cacacbba cccaca
ccaa ccac zzzcacbacc ccbabcb
cac zzzaaaab bacbc accbcb
aaccbcac cccbaa zzzabaabbab aacacbc
zzzbcbbb bcbcb cccbbca bcccacaa
abcbbc zzzcabbcb bb bbacbb
zzzaccbcbb bcaab ccaabbc ccbaa
cb zzzabca bacb caaabbb
cbbabacb zzzbaaabcba cbccbcaa abcb
cacaacb acbbaccb zzzbbabaaba abacc
cba acb zzzaac cbabcac
cbacc baacab accaaaba zzzbabca
aac zzzbacacccc babcabbc ac
zzzcbbcbab caa aabcabc cb
baab zzzcaaabc aba acccba
ca cccc zzzcbab cb
babbc bbcba bc zzzababa
zzzbabaa cbcba bcacaccb accaca
bcccc zzzccbb bbcb abc
ab bcbbcccb zzzac bbbaaac
cccbcc abacbabb zzzcbbbcabb cab
bacbca aba abcc zzzbba
zzzbbabc abac abccbaa aaaba
abbabbbc bbac zzzccab aaabcba
zzzcab bababac baabcabb acb
ba aacaca zzzcaccaa cabaab
bcacb caabaca ccbccac zzzbbbbcca
cccacbaa zzzbabbcccc bbabacba bcb
zzzcbcb bbbc acaca abcc
bbcaacb caaacbab bacbbacc zzzaabbcac
zzzbccbcc cc ccbaaa ca
bbcccbcb zzzccbac caccb bb
bab bb zzzbac bcababb
cabcb bbcbab zzzcabbcc caccbccb
zzzbb bbabbcab acccacaa ba
cc bccc aab zzzcc
cacccbc ccca abab zzzaaab
zzzcbcbcbc cacccac cccb baccaba
aaab ccac zzzaaca cbca
bcacac cbabab zzzcbbcab ccbc
babbaaac abc zzzcbcaccbc bbaacaac
ccbbac zzzac bab aa
zzzcbbbbb aacbccb baaaab aabc
zzzcccbaacc cbcaaba cacbabc abbcacbb
ccbcbcc zzzcacaacac bccbbbab abcac
babaaca zzzcbbaaac bbcbb cca
ccacaaba bcb ccaba zzzabc
ac caabb acbcbc zzzab
zzzcbcabb abcaacac bbbaca bba
zzzcbcbac aabcab cbabb cbbc
cbbcbcba cba zzzbcacbaab bbaba
acbbb bab bcbcaacc zzzcbbba
abbcbbcb caaabcca accccb zzzbbabbc
zzzcbcbcc aabbcac aaaaca aabbccbc
bac cacba zzzcbac babb
cbcccac abc cb zzzbaccaaa
cca cabcbacb aacaa zzzcbcca
bcbcabaa zzzacaabaab abbb babc
zzzcccaccbb cca cbaacca aaaaacab
aca aac zzzcbb abaccbb
cbccbccb caaaa zzzbbb cca
cccccbc zzzccacb bba bbaca
zzzbca bc bca bbac
zzzcaa bbcabb acc bcccbbab
zzzacbcca aacccc aaacbb ba
zzzccaabcba cacbbbcc abba ab
bacabcba bbabca zzzcabb bbaa
zzzcbca bcaca aac ccab
bbabab baacca zzzcaccaa aaaa
bbaaabc bababbca zzzcacbbbbc babcccab
abca bbc zzzaba baa
zzzbaab abbbbaa ccaa cabbbbc
bcb aaaccbaa bacaabc zzzaccbacb
aaba zzzaccbccc cbbbbab bbcaaccb
aba cb acbbcbbc zzzacccbacc
cccc zzzcbcc aaba abaab
bbc bbbba zzzacc aabccb
accabccc bcabccc bbbabb zzzccbbaaca
aaabbbcb ba abbbcbcc zzzbacaaaba
ccca zzzcbbc ccaacc ccbac
zzzcb aacb acbc ba
zzzbbb accaa cb bbc
bb cbcbbcbc zzzaaaccbac cacccab
bc zzzcaaacaa bbcacba aabaacc
zzzbc bbbcc bc baabcc
zzzcbacba cb cccbac baaacc
acacbbac zzzbcabcabb bacaaaab acaa
cccbab caa zzzbcacab cbc
acacb zzzac cb bbbcab
zzzaabccccb acaaaaaa aabcaccc caacaba
zzzcbbccccb aaacba abbcaca baaabaaa
zzzcb babbcb cca ba
cac acbaabac zzzacbacbbc acbb
zzzbba bab cba bababaa
acacc zzzcc baaaaba cc
zzzbcaa bcbc ccbc cbbabb
zzzbbbca ccbacac bbbcacbc aaaba
bbbaccbb abbbbab bbbabca zzzbcccbbb
ab cabcacb zzzca bbcacaa
aacaacbb cb zzzcacccccb babb
accb cbb zzzbaca bcaca
aabcbab zzzacacaac bbcab accbab
accaaca zzzac babaacc ab
abcb zzzccbccaa bcaabcaa aacbabc
zzzcaabaa acbb abcaaa accaba
bbaa zzzbbbc aa bcc
baba zzzacbbab abcaca cabbaab
cc bcbbcbbb zzzaa bbacca
ba baabbaca zzzbabaaaba bcaacc
bcabc bbbcccc cbcb zzzcacbb
bcbcca bacb zzzcaba ca
caabcbcb zzzaccaaaca ccbbbaba accca
abcacba cbba cbacb zzzbaab
cacc zzzcbcc bca ccbcacc
cccaba ab babb zzzaabacc
cba baba cbc zzzcac
zzzacb bcc acabbacc bac
aabacc abbcac zzzcababbab aabacbab
bcaabcc bcccacb zzzcbcbaba ccbacba
bcbab ccaa zzzccaa ccac
bb bcbaca cabcbc zzzbbaacc
aacbbb zzzcbaa cbaca baaa
abcbbac zzzcac aac bcb
zzzcaabb aabac caccb bcaaaa
ccaacaba ca zzzab cca
zzzccaacbcc acbabac bcacbbcc bbb
bac zzzcac abb cabaaccb
cb cbacccaa baabacbb zzzaacccaba
bcbbac bbacbccb abccc zzzbbbcc
bcbaaab cbcaccbc aa zzzcccabcba
bcabbca bca zzzaac aabccb
ababc cabbb zzzacacb aab
bcccccba ab zzzcbababac bcbbcc
aacbbc zzzbabccc cabbcc cccbbb
cbab aaccab ccbcaba zzzbbcbbb
bcbbcaab zzzccbbbaba cabba ccbbcaa
ba zzzba abcbaaac caa
bbbbbc bab aacc zzzccb
cac bbacaaaa ab zzzccaabbba
bbabccbb zzzaccbcccc babab acbabb
ab baabc zzzbb abaccbb
baaacbab caaccbbc bb zzzbbcabccc
acabaaa zzzcbbcab cbcbcb cacccccc
aba acb cbba zzzcbbb
zzzbc cba bab aa
baba aaccaa zzzbcaa aaac
zzzbcba cc baaa cbaacc
bcacccb bccab zzzbcbab aab
abbcaa ba zzzcaaab bbaab
ac ac zzzaaabcaa bccaaab
ababcb zzzcbb aababa bac
zzzcbcbba bb bcbbbbc ababca
abbbabca zzzcbabbacc abbbbccc bc
bbccca ccbbc bbcbb zzzaabaac
aabbc babba acb zzzccacc
bacaba bc zzzbc ccbbaabb
zzzaabaaac bbcbcbc bbccccb aabbbab
zzzbcaca aacbbb bab bacca
ccbcc bcaabaa bbcc zzzbccab
cbcccaa ccab zzzcaccb cbbcb
accbcbaa cabcb zzzabcccaca abcab
ccbac zzzabaac bccccb cb
zzzbccabbac cbbcabb accccbaa bbcccc
cbabb zzzabcc bbccabb baba
accb bbbaaaba aacbc zzzaabcc
accb abacc zzzbccab bcbb
zzzcaabab ab caacaa baba
bac zzzbac bbcaaabc ccaca
